id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
745775215898729381,"Private Room #2 with lock, Top Floor",481813014,Harry,,Banbury-Don Mills,43.73091,-79.33226,Private room,43,28,6,2023-03-10,1.36,2,7,6,STR-2210-FFKKVB
27701168,❤ Mid-Century Chic Home with Parking and Patio,9817479,Jordan,,Dovercourt-Wallace Emerson-Junction,43.66007,-79.44844,Entire home/apt,305,28,283,2022-12-28,5.12,11,152,69,STR-2101-GSGDVG
28100046,Condo in Toronto,69834500,Ahelan,,Church-Yonge Corridor,43.66143,-79.37929,Entire home/apt,115,1,249,2023-03-31,4.45,1,215,83,STR-2011-HFJKVJ
771765430501930415,Two-Storey Victorian Penthouse In The Trees!,6717554,Nora,,Moss Park,43.66145,-79.36853,Entire home/apt,305,28,0,,,2,179,0,STR-2111-HQGHHK
751657669074408973,High Ceiling Luxury 1Bed/Den in Heart of Toronto,218095604,Sam,,Waterfront Communities-The Island,43.64563,-79.39734,Entire home/apt,185,28,6,2023-03-03,1.68,1,30,6,STR-2211-FWXPHR
14106058,Triller Grove - A One Bedroom Luxury Urban Oasis,79737887,Maria,,Roncesvalles,43.64,-79.44327,Entire home/apt,130,28,137,2023-02-28,1.71,1,210,6,
794550367058302111,0Seneca College comfortable room,475956384,Sally,,Pleasant View,43.79257410281953,-79.3399139513397,Private room,79,1,0,,,6,311,0,STR-2209-FFJDVB
852938583852052146,CrocusB 2Bedroom Suite + Parking,498800206,Richard,,Wexford/Maryvale,43.76948,-79.30673,Entire home/apt,111,122,0,,,66,320,0,
709505699794007422,Stunning brand new 2-bed Unit,412825623,Sara,,Don Valley Village,43.78825,-79.36417,Entire home/apt,110,28,2,2023-01-05,0.37,2,336,2,
31307779,Charming 2-BR Condo in DT Toronto,785826,Sky View,,Waterfront Communities-The Island,43.64283,-79.39088,Entire home/apt,175,30,2,2019-12-30,0.05,142,84,0,
761899463283059024,1 Bedroom Downtown Toronto,168083510,Dunis Kevin,,South Parkdale,43.638161684086384,-79.42824646106162,Private room,86,28,4,2022-12-20,0.88,2,46,4,STR-2210-HXKKVL
40456,Downtown- King Size Bed and Parking,174063,Denis,,South Parkdale,43.63539,-79.4401,Entire home/apt,150,31,114,2022-01-29,0.74,4,327,0,
18457960,"Basement Apartment-Separate Ent, 3Beds,1to4 Guests",127980028,Hamid,,Malvern,43.8033,-79.20915,Entire home/apt,200,28,110,2022-03-06,1.52,1,89,0,
53925886,Own Entrance to Luxury Room w/ Private Bathroom,433840845,Kevin,,Wexford/Maryvale,43.73298,-79.30177,Private room,102,2,46,2023-04-03,3.50,3,129,43,STR-2112-FVGKVD
18039432,❤️ King Bachelor Entertainment Downtown Toronto❤️,32044025,Toronto,,Waterfront Communities-The Island,43.64577,-79.39321,Entire home/apt,125,30,19,2022-10-11,0.28,21,221,3,
27725239,3 Bedrooms-3 bathrooms - Entire house to enjoy!,209274705,Julio,,Rouge,43.82406,-79.21506,Entire home/apt,79,30,5,2023-01-15,0.10,1,90,2,
